gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,0,0.7638888888888888,1,1,0.8404696420770793,1.1273265905923033,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,1,0,0.7777777777777777,1,1,1.1151521327620872,1.2781009849151994,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,1,1,0.986111111111111,1,1,0.6677187343275989,1.3671674186520404,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
1,0,0,0,0.027777777777777776,1,0,-0.07566520951417924,-1.3631110846848757,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,1,0,0.8888888888888888,1,1,1.3292886691677737,1.4779224998522946,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0.5833333333333333,1,0,0.313457157461654,0.6930772054341486,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
1,1,1,0,0.3472222222222222,1,1,0.8050077518290532,0.3634177926704701,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.06944444444444445,1,1,-0.49657816247692776,-1.0698589960774403,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,1,1.0,1,1,1.6852562186368638,1.7152221134353127,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
0,1,1,0,0.4583333333333333,1,1,0.5315949963534904,0.5354259026760415,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0,0.4444444444444444,1,0,0.6838936898101775,0.5369613626136698,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,1,1,0.06944444444444445,1,0,-1.5042107654720993,-1.4882384926035521,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,0.041666666666666664,1,1,0.3199871840965901,-1.0791863871695895,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,1,1,0,0.08333333333333333,1,1,0.6531558576183516,-0.6986374560142451,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,0,0,0.9583333333333333,1,1,1.3643573133633344,1.5673628268207043,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0.18055555555555555,1,1,0.528348305682059,-0.22300218063337185,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,1,1,0.3055555555555555,1,0,0.349357888447726,0.10090005109073165,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,0,1,0,0.8472222222222222,1,1,0.18260592065123582,0.9731082434386791,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
0,1,0,0,0.4583333333333333,0,1,-0.16167244437515613,0.2439026928716415,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1,0,1,0,0.5694444444444444,1,1,0.28405748469301234,0.6453946092686506,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,1,0,0.625,1,0,1.5806198516856498,1.1514918903858913,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1,1,1,0,0.9722222222222222,1,0,0.8372470275838206,1.3992129588587146,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,1,1,0.7638888888888888,1,0,-0.22468073961777146,0.6591072737382832,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
1,0,1,1,0.7222222222222222,0,0,-0.6698951103177234,0.4009866941222379,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
1,0,0,0,0.041666666666666664,0,1,-0.8088209927487926,-1.3228980389849598,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0.41666666666666663,1,1,1.1631749861942406,0.6400749322729918,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,1,0,0,0.9722222222222222,0,1,-0.6361419737613798,0.723213330524274,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,0,1,0.125,1,0,0.9322153197213984,-0.32531181219623717,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
1,0,1,1,0.29166666666666663,1,0,-1.5148824768613438,-0.8655856045865571,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,1,1,0.7638888888888888,1,1,0.3738156119311185,0.9819614857877529,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
1,0,0,0,0.5694444444444444,1,0,0.021632116214779874,0.4930281625285277,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,1,0.861111111111111,1,0,-1.2962339527262636,0.13232798549257044,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0.013888888888888888,1,1,0.4974913397039211,-1.5125386150026865,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1,0,0,0.9305555555555555,1,0,-0.312791602139812,0.8489356681810426,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0.875,1,1,0.5023651111881704,1.099397487034091,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,1,0,0.5277777777777778,1,0,0.15309691816132626,0.5397435256248175,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,0.9722222222222222,0,0,-0.21638241525960195,0.9280294903729122,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1,0,1,1,0.5277777777777778,1,0,-1.522002691624471,-0.4508436889523501,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.06944444444444445,0,1,-1.1396980703646455,-1.2194740333945482,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.3333333333333333,1,1,-0.486519911111415,-0.12190097914817036,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,0,0.2222222222222222,1,1,0.311824467797227,-0.052822685921750545,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.9444444444444444,0,0,-0.8513577843569899,0.5561872274833246,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
0,0,1,1,0.7916666666666666,1,1,1.1759729729951727,1.2670668710574566,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,1,1,0,0.8333333333333333,1,1,1.295791317948275,1.4002722769038207,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,0,0,0.40277777777777773,1,1,0.218638336048124,0.3250833226570324,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
0,0,1,1,0.125,1,1,0.04138522220719961,-0.568165911455464,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
0,0,1,0,0.986111111111111,1,1,-1.2979826076639713,0.20763902857436092,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,0,0,0,0.3333333333333333,0,1,-0.3377790899799566,-0.07833643937239554,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1,1,0,0,0.027777777777777776,1,1,-0.5016087958939119,-1.463244132987642,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,1,0.9166666666666666,1,0,-1.4882222637729778,-0.011897191123560871,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,0,1,0,0.75,1,1,1.2941956479594452,1.2016862840716513,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,1,0,1.0,1,1,1.5917271753418014,1.6844775774730705,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,0,0,0.7222222222222222,1,0,-1.5202222040725024,-0.21398207196449306,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,0,0,1,0.986111111111111,1,1,0.41128632209408794,1.2499103307274597,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
0,1,0,0,0.06944444444444445,1,0,0.4779901410336601,-0.8242634358117978,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,1,0,0.5833333333333333,1,0,-1.4988787420488523,-0.35230026723639507,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,0,1,0,0.027777777777777776,1,1,-0.6580758652078099,-1.5080702441672682,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0.15277777777777776,1,1,0.3346754758611939,-0.3608177689822277,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0.5694444444444444,1,0,0.5088625262816199,0.7407876944546327,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
0,0,1,1,0.9444444444444444,1,0,0.7711305989167406,1.3688666637116143,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,1,1,0,0.6944444444444444,1,1,0.9980919712012569,1.1213416605721516,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,1,0,0.736111111111111,1,0,0.9611485447676713,1.1508579768869462,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,1,1,0.1111111111111111,1,1,0.62725353557959,-0.4843909317077051,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0.6944444444444444,1,1,1.2973869370364712,1.1925820295213587,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
0,0,0,0,0.6944444444444444,1,1,1.1631749861942406,1.1527796220102728,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0.1111111111111111,1,1,-0.14345821796894498,-0.6833813981156168,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0.1388888888888889,0,0,-1.165676864963195,-0.9420598851289311,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,1,0.5138888888888888,1,1,-1.362839920351897,-0.33176128379502107,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,0,1,1,0.6805555555555555,1,0,-0.0855767691531145,0.6523761525020318,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0.2361111111111111,0,1,-0.9623809504307459,-0.5162234041453435,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,1,0.16666666666666666,1,0,-1.518442006258592,-1.0193805521519597,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,0,1,1,0.3194444444444444,1,1,1.1519739588340359,0.4214832953596346,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,1,1,0.986111111111111,0,0,-0.18818578412463374,0.9537018592314721,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,1,1,0.986111111111111,1,0,0.43244894316563753,1.259891704565236,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,1,0,0.3333333333333333,1,1,0.8114575236752856,0.37602767707092155,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,1,1,0.625,1,0,0.4714875588865776,0.816087228005626,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,1,1,0.5833333333333333,1,0,-0.021207856794115392,0.5705938404507189,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0.25,1,1,1.0301925197701374,0.18001522240155568,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,1,0,0.3611111111111111,1,1,0.30039358462727933,0.252938244098807,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,0,1,0.125,1,0,-0.297809941405419,-0.7294055333757475,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0.027777777777777776,1,0,-0.6631405066175495,-1.4985994039905963,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0.06944444444444445,1,0,-0.6513247509835026,-1.0949722404139945,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,0,0.08333333333333333,1,1,0.6483004197889143,-0.6473178869089474,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,0,0,0.7222222222222222,1,1,1.49962557888477,1.3086810637380573,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,0.7916666666666666,1,1,0.3281480742370134,0.9943826459187665,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0.40277777777777773,1,1,0.36077350185830354,0.3888592784445647,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
0,0,1,1,0.9305555555555555,1,1,-1.3347554139805138,0.1520124781991646,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,0,0,0,0.5833333333333333,1,1,1.322909940911962,1.0136644078911672,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0.16666666666666666,1,0,-1.532691743733724,-1.077639482340969,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,0,1,1,0.09722222222222221,0,1,-1.0018219584007695,-0.981159633403794,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0.16666666666666666,1,0,-1.4935492477875305,-1.0040291799918626,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,0.18055555555555555,0,1,-0.5183848823925991,-0.5283844209205171,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1,0,0,0,0.4305555555555555,1,1,0.2202752898312391,0.3598113046007698,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,1,1,0.125,0,1,-1.158745064063882,-1.0373206704528417,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.875,1,0,-1.4899976473511949,-0.027949313782929038,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,1,1,0,0.625,1,1,1.1151521327620872,1.042073018972079,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
0,1,1,0,0.16666666666666666,1,1,0.48611683169952935,-0.2706903801497945,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1,0,1,0,0.5694444444444444,1,1,0.5202304067658942,0.772275017523147,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.06944444444444445,1,0,-1.4704835425672949,-1.3782415562946402,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,1,1,0,0.986111111111111,0,0,-0.5990700986352379,0.7484521180457337,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
0,0,1,1,1.0,1,1,0.4779901410336601,1.2895896663878152,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,0,0.125,1,1,0.15473697326401953,-0.5087181361189703,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
0,0,1,1,0.7083333333333333,1,1,0.8404696420770793,1.0485888871153162,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.4861111111111111,0,0,-0.7833407469677633,0.0025750522770750326,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
1,0,1,0,0.7777777777777777,1,1,1.1743734101157006,1.2484066639853644,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
0,1,0,0,0.25,1,1,0.33957026478840063,-0.04688041185544022,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.611111111111111,1,1,1.5234601947764836,1.12694601306692,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,1,1,0.6666666666666666,0,1,-1.1743458808546647,0.02374296739361611,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,0.15277777777777776,1,0,0.01833876123625749,-0.4687355084981694,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
1,0,1,1,0.986111111111111,1,1,1.3484200253644876,1.62507749967917,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
1,1,1,0,0.4861111111111111,1,1,0.5640472526287783,0.5873123442375808,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1,1,1,0,0.3333333333333333,0,0,-1.0104073654858028,-0.3580753119913098,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0.8333333333333333,1,0,1.3069595840936437,1.3992830196218977,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.08333333333333333,0,1,-1.1396980703646455,-1.1203547989217835,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,1,0.20833333333333331,1,1,-1.5077668623107232,-0.9656990114913413,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,0.29166666666666663,1,1,1.295791317948275,0.3993933559195782,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,1,1,0.4583333333333333,1,0,-1.486447157037427,-0.4750719336171909,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0.013888888888888888,1,0,-1.475802292251184,-1.912786650316656,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,1,1,0.8055555555555555,1,0,-1.5237834696650754,-0.17770083375413334,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,0,0,0,0.1388888888888889,1,0,0.01833876123625749,-0.47935319660265596,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,1,1,0.4583333333333333,1,0,-1.35756954850689,-0.3499378168091344,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,1,0,0,0.013888888888888888,0,0,-1.3224868731905002,-1.8647940811866452,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,1,0.013888888888888888,1,0,-0.6125440118615855,-1.6947924240333216,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,1,0.5833333333333333,1,0,0.2889590914063652,0.6716695133716716,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1,0,1,1,0.013888888888888888,1,1,-1.502433142134047,-1.9217638365513816,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.5277777777777778,1,0,-1.5042107654720993,-0.4396147244016575,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0.06944444444444445,1,1,-0.45636905379013926,-1.0353885540706176,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0.9027777777777777,1,1,1.4757802088756946,1.5340480301222277,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
0,1,0,0,0.5972222222222222,0,1,-1.0379083313511224,0.06393703130365415,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,1.0,1,1,0.67095423110189,1.3514964231473563,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1,0,1,0,0.8333333333333333,1,1,0.9772145801135933,1.2667889801145127,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1,0,0,0,0.7638888888888888,1,1,1.1855692401733988,1.255590690250923,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
